Normalized_Route,Average Oeperational Cost,Mean_Occupancy_Rate,Avg_arr_delay,Total_trip,Average Round Trip Revenue Per Passenger,PROFIT
ALB-BWI,37082.86146758337,0.6449724667480563,-0.8337563451776648,394.0,103.94139601885804,-19160.184999999998
ALB-CLT,43505.49710976382,0.6522675172684221,-4.129166666666666,257.0,353.6221382783883,7191.625
ALB-DCA,41201.45503467406,0.6622097395592541,14.157928587730037,309.0,153.83157894736843,-16192.23
ALB-DEN,60695.86482213439,0.6862549407114624,-2.9654150197628457,22.0,351.4755291005291,-7651.715
ALB-DTW,42078.782574257435,0.6508580858085808,-2.3547526938124275,303.0,432.64432284541726,18795.235
ALB-EWR,42245.43940649496,0.652916993281075,29.324496154493907,376.0,377.25,11587.57
ALB-FLL,55697.709788462744,0.6706330424957629,6.007884320735444,178.0,206.0678963110668,-23364.09
ALB-IAD,39074.49405233942,0.6507236320380649,2.2036082474226806,194.0,335.72222222222223,9173.05
ALB-MCO,51780.06056426332,0.6559717868338557,0.12421383647798745,319.0,193.58908113163432,-21790.465
ALB-MDW,45611.136556291385,0.6413328918322295,4.248256070640176,150.0,199.56948051948052,-15523.71
ALB-MSP,51092.8,0.62,-0.9074074074074074,27.0,507.44353448275865,16170.199999999999
ALB-ORD,48193.59340738872,0.6381822432345445,14.03481394129979,478.0,414.8295081967213,9221.045
ALB-PGD,54750.134482758614,0.650603448275862,1.431034482758621,58.0,60.567251461988306,-42314.854999999996
ALB-PHL,36631.69500000001,0.6444090909090909,3.9202733485193626,440.0,305.9261363636364,7307.49
ALB-PIE,43452.43,0.6487499999999999,6.803248587570622,60.0,78.4263440860215,-28735.364999999998
ALB-RSW,57216.77721589331,0.6737149208113364,14.568352320088914,59.0,214.130831643002,-23648.145
ALB-SFB,51404.89862068966,0.6530172413793103,4.801724137931035,58.0,65.289243697479,-38306.78
ALB-TPA,51587.8324439054,0.6534197493430363,-4.532595512431777,97.0,257.0497002997003,-13421.619999999999
ALO-ORD,37471.9111409396,0.6471140939597315,11.041900961364048,149.0,345.1,11721.699999999999
ALW-SEA,35687.009196292536,0.6581691213814118,6.0338036261491315,176.0,130.4819587628866,-13903.985
AMA-DAL,47121.32234371094,0.6557460627271503,-1.625382189489068,322.0,73.92131304532879,-32836.38
AMA-DEN,51306.39625,0.65559375,13.149587264150945,160.0,330.0,-3448.0550000000003
AMA-DFW,49517.2971965124,0.6714229010426194,13.206060606060607,495.0,305.6973684210526,-3766.895
AMA-IAH,52037.36386304909,0.655135120585702,3.7518583724569643,215.0,218.35870967741937,-18840.525
AMA-LAS,54777.675454545446,0.66625,-4.29212382445141,88.0,239.1752688172043,-18243.82
AMA-PHX,54621.11887640449,0.6681335830212235,10.209848484848486,89.0,376.68690476190477,391.25
ANC-BET,38740.20185567011,0.661701030927835,-2.5279766038138987,194.0,149.87886178861788,-14273.295
ANC-CDV,34506.750693985465,0.638193654990086,-1.0010026737967914,85.0,147.02905982905983,-11272.79
ANC-DEN,86906.32631578947,0.6594210526315789,1.0890817469204928,95.0,612.0470430107526,-1571.0349999999999
ANC-FAI,45682.979826054434,0.6464071355092116,-8.286229308893668,555.0,78.71969696969697,-30981.135
ANC-HNL,92166.55333333333,0.6422777777777777,-11.900124843945068,90.0,337.1136127017179,-44366.490000000005
ANC-JNU,42105.28183853298,0.6528615146463443,-1.6537169437505383,247.0,226.86458333333334,-7913.02
ANC-KOA,83469.19102040817,0.6889795918367346,-21.0046768707483,49.0,363.07421875,-28616.184999999998
ANC-LAX,83777.28291991496,0.6554188518781006,-11.042381289865343,83.0,352.1841840583354,-33023.72
ANC-MSP,89114.91142857142,0.6737142857142857,1.5071428571428571,70.0,446.444976076555,-24243.64
ANC-OGG,82342.28170212766,0.649468085106383,-16.648936170212764,47.0,587.5725806451612,-1474.0800000000002
ANC-OME,40326.25514935989,0.6680256045519204,-8.3799786628734,95.0,183.407962109575,-11145.835
ANC-ORD,93459.70285714285,0.7314047619047619,-5.031578947368422,20.0,584.8045905707196,-2794.1
ANC-OTZ,41519.44666666666,0.6397993827160494,-3.112088607594937,100.0,201.53069276491084,-11253.01
ANC-PDX,69255.47483870966,0.6475,-5.728494623655914,186.0,340.4494535519126,-20634.77
ANC-PHX,87202.44727272728,0.6462878787878787,-12.666666666666668,66.0,471.64206775459616,-21715.12
ANC-SCC,42391.70016393442,0.6567190346083789,-8.408718330849478,61.0,245.39772727272725,-5563.195
ANC-SEA,68056.6796069101,0.652622588969439,-1.8045822563180538,1295.0,224.37397731617176,-34202.015
APN-DTW,39039.48673076923,0.6655160256410256,9.0195681511471,78.0,163.58333333333334,-12607.41
ART-PHL,39504.44244897959,0.6598517006802722,11.151785714285715,147.0,414.55,19822.824999999997
ASE-ATL,57687.92876404495,0.6366078116639915,3.875844842785778,84.0,704.4642857142857,36461.82
ASE-DEN,40698.80035559859,0.6453345214444315,28.096566904884114,597.0,288.90972222222223,1107.225
ASE-DFW,50935.91163615348,0.6522015287485415,31.85550004104946,293.0,627.8372093023256,35524.775
ASE-IAH,53584.20433206107,0.6399801208651399,22.979097152340096,240.0,633.1532786885246,31936.76
ASE-LAX,50281.51946351193,0.6402291537703189,17.03756234413965,402.0,440.4031531531532,10591.869999999999
ASE-MSP,49484.72,0.6726666666666667,5.183333333333334,15.0,638.4833333333333,41121.24
ASE-ORD,61688.15522206639,0.6394611968209443,47.118503118503114,372.0,704.3317757009346,32866.64
ASE-PHX,43055.176666666666,0.6745039682539682,11.116666666666665,60.0,602.1483516483516,42896.64
ASE-SFO,60238.76680351906,0.6322561094819159,51.370531210246966,155.0,450.2371007371007,1120.0600000000013
ASE-SLC,42975.2617078608,0.6650756033730736,18.332705485595376,171.0,541.0,33641.45
ATL-ATW,57006.92150244965,0.6521328252585739,0.5438839615668885,165.0,603.923645320197,26325.695
ATL-AUS,55912.68399489939,0.6489524158945874,-1.8487366203966618,833.0,168.34204485551348,-29520.824999999997
ATL-AVL,47253.25500629367,0.6443126524010192,10.87237912641644,573.0,360.57211538461536,3721.17
ATL-AVP,44542.27170731708,0.6598780487804878,-5.331526648599819,82.0,408.52272727272725,13991.91
ATL-BDL,57276.0103180212,0.6501855123674911,-4.413274336283186,566.0,263.7381773399015,-18428.965
ATL-BHM,43559.9276108287,0.6436424180500904,-0.5358764122743317,769.0,476.59375,22296.760000000002
ATL-BMI,53462.68722891566,0.6555823293172691,3.6359632076693873,249.0,341.93219832735963,-4040.67
ATL-BNA,45048.59498016414,0.6536754994296559,-4.613397534902032,1215.0,140.98599488981156,-22041.05
ATL-BOS,61422.038118876546,0.6471423905943827,7.9844338432996915,1531.0,118.52660123279416,-41551.325
ATL-BQK,37147.2413817422,0.6478211114013321,2.714574898785425,247.0,248.48448979591836,-417.7950000000001
ATL-BTR,40439.71478761367,0.6500955258815855,-0.4063715897317831,510.0,433.96212420886076,20534.32
ATL-BTV,52137.141818181815,0.6480113636363636,10.28409090909091,88.0,488.8012820512821,15748.695
ATL-BUF,56491.770324265904,0.6603962499249385,2.5546778563901853,364.0,224.86787925696595,-22168.620000000003
ATL-BWI,52516.77621917617,0.6458965763414755,1.0394648829431439,1497.0,110.82105837424986,-33679.71
ATL-BZN,60737.83902439024,0.6490243902439025,-11.146341463414634,41.0,573.8132653061224,18289.095
ATL-CAE,45660.35351648351,0.6511195054945054,2.293956043956044,728.0,481.95000000000005,21658.895
ATL-CAK,41465.9402955016,0.650147986071899,-0.7857142857142857,252.0,333.0398479301605,6390.135
ATL-CHA,44575.44571428572,0.6452422360248447,1.8694188441938628,805.0,422.25,14431.955
ATL-CHO,41733.13352261353,0.6489953286619954,0.7520616520375788,405.0,337.59880636604777,6629.844999999999
ATL-CHS,45500.506990291266,0.644757281553398,-6.214314784885984,824.0,199.7032967032967,-15235.175000000001
ATL-CID,55513.94470779221,0.6526592532467532,5.317323481116585,175.0,569.9115497076024,23446.280000000002
ATL-CLE,51810.64863309353,0.6546043165467625,-1.4574340527577938,834.0,170.95257248198425,-24847.16
ATL-CLT,45911.46273163287,0.6488660013908647,-0.3014341590612777,1535.0,300.3244447691409,-2395.34
ATL-CMH,49269.15692072766,0.653051323759231,-2.5701308130245493,884.0,130.7478327827318,-27620.785
ATL-COS,64214.411875,0.6661718750000001,0.484375,64.0,322.87380952380954,-16533.32
ATL-CRW,51219.80415761034,0.6559562260943477,9.972271858296594,362.0,392.3284615384615,4841.945
ATL-CSG,33965.576750902525,0.6552527075812274,2.2021660649819497,277.0,474.0,32739.15
ATL-CVG,48275.95857142857,0.6528896103896104,0.719560366343754,616.0,227.48081061692972,-14001.76
ATL-DAB,48075.30187192118,0.6539285714285714,-1.0728395061728395,406.0,217.7466216216216,-15019.654999999999
ATL-DAL,55058.08366488523,0.6543883954699442,1.6684754448195385,837.0,102.87549727874955,-37013.255
ATL-DAY,49048.68417910448,0.6408059701492538,-3.6940298507462686,335.0,243.15047690763055,-13400.585
ATL-DCA,52180.56553521054,0.6504267421812429,2.4228262895768737,1742.0,129.2830722083788,-30809.745
ATL-DEN,64317.47655553974,0.6500187772943781,2.62923740849656,1389.0,167.38870961648962,-38006.185
ATL-DFW,55507.24839522546,0.6526071390678287,5.3342802138192384,1624.0,123.68865663968478,-34794.975000000006
ATL-DHN,36098.236328200444,0.6424802907660703,4.759323477253174,337.0,467.54166666666663,28476.385
ATL-DSM,57187.65647058823,0.6629019607843136,6.585857650146673,255.0,480.63355834136934,11175.24
ATL-DTW,52365.83976053895,0.6438442190554237,-2.249181727832869,1299.0,141.63834803772437,-29620.32
ATL-ECP,35612.22197087078,0.652573010864768,-1.700650759219089,461.0,349.58010835913313,14581.095
ATL-EGE,57057.1402247191,0.6584831460674156,1.3125,89.0,531.7217741935484,17578.205
ATL-ELM,43164.119999999995,0.6025,-17.0,1.0,576.8461538461538,30563.340000000004
ATL-ELP,55732.409502762435,0.6475414364640883,-4.176795580110497,181.0,319.7847282139776,-9784.845
ATL-EVV,39101.0,0.6504313725490196,1.144387833873707,255.0,432.2559523809524,21682.585
ATL-EWN,41495.98778443114,0.6445808383233532,2.6493558337869714,167.0,286.5,-49.43999999999983
ATL-EWR,57744.24244575936,0.6462393162393163,8.325313571948303,1521.0,169.9986094992782,-31248.61
ATL-EYW,45091.8230480167,0.6382254697286013,7.384546753104055,479.0,473.7950191570882,19853.365
ATL-FAR,55487.922857142854,0.5992857142857142,14.0,14.0,634.7115384615385,24781.79
ATL-FAY,39356.392867371294,0.6601153256051825,7.887143003962499,419.0,351.0,11604.51
ATL-FLL,52667.8864722897,0.6501964074519018,3.5019945150835206,2291.0,78.74893228546479,-37876.06
ATL-FNT,42663.459175607,0.6381511544011544,-8.088932806324111,252.0,491.7713815789474,24568.495
ATL-FSD,49650.625185185185,0.6454320987654321,-3.9382716049382713,81.0,556.5912698412699,26715.775
ATL-FSM,52000.93689440994,0.6504037267080746,-4.255590062111802,161.0,543.0032051282051,23186.15
ATL-FWA,54052.38998096414,0.6449175970228602,10.556204316045946,341.0,389.3337639965547,679.6699999999996
ATL-GNV,37700.43514184197,0.650382663132367,2.6778014192423916,595.0,481.97385984427143,29545.735
ATL-GPT,51874.187117851325,0.6534986003826802,13.069548804923429,411.0,431.5031347962382,9097.645
ATL-GRB,57569.49469867212,0.6452962206332993,3.496342737722048,88.0,696.0349593495935,36777.325
ATL-GRR,43644.467796610166,0.6396489104116223,-0.6451278711816244,413.0,309.57401315789474,436.80999999999995
ATL-GSO,46577.46521436205,0.6474441483578761,-6.036198476536438,657.0,334.26601485842446,1238.355
ATL-GSP,44558.721360771226,0.654182585588926,-2.390253585399268,899.0,374.9848484848485,9082.27
ATL-GTR,36621.53419354839,0.6545564516129032,-3.596774193548387,248.0,449.2875,26777.17
ATL-HDN,66941.56666666667,0.6525555555555556,-5.252434456928839,90.0,398.2080924855492,-10403.095
ATL-HNL,124366.72,0.6494444444444445,-12.183333333333334,90.0,950.237317930688,3604.66
ATL-HOU,54284.54071546921,0.639438400813731,-0.9082725741620616,959.0,101.80595042259912,-36788.745
ATL-HPN,47277.17299771167,0.6617817505720823,1.2944042799305957,456.0,387.73079249848763,8673.935000000001
ATL-HSV,44120.97577181208,0.6594211409395974,-2.7081650781117816,596.0,328.21875,3781.8499999999995
ATL-IAD,51539.7494434027,0.6485604692208649,-0.1105382640856733,929.0,232.75174302305257,-16809.11
ATL-IAH,55200.38472858031,0.6546179023149913,5.251593106553069,1262.0,177.54673057567132,-27373.004999999997
ATL-ICT,56062.201274900406,0.6437450199203187,0.5836653386454183,251.0,374.00907137741706,-3402.6949999999997
ATL-ILM,38532.31322033898,0.6437893462469734,-2.1454539012118206,413.0,373.90277777777777,14117.135
ATL-IND,49133.61889776106,0.6532066469233301,-1.2623683047405425,1013.0,175.20995576190268,-21671.510000000002
ATL-JAC,60115.67,0.6419166666666667,-6.475,60.0,502.49200304645854,8889.345
ATL-JAN,47320.710495049505,0.6485445544554456,-4.723467703913249,505.0,277.7362179487179,-6756.035
ATL-JAX,45710.19061767006,0.6480140734949179,-3.7685982772122157,1279.0,164.50877394636018,-19853.295
ATL-JFK,56337.94067688378,0.6479132913701879,-0.11217843459222765,810.0,112.3846315211954,-37239.45
ATL-LAS,73805.1712254902,0.6546476715686275,-0.5221457901342355,1080.0,265.9479656727251,-34402.195
ATL-LAX,76433.73114263175,0.6471457671905401,3.794513376697382,1531.0,246.65821645021646,-39978.945
ATL-LEX,48287.46006688963,0.6572491638795986,5.232431634861302,598.0,528.1316287878788,25736.095
ATL-LFT,50854.6745945946,0.6427606177606178,-3.14740654275538,259.0,418.27484472049684,7414.77
ATL-LGA,56958.74881316131,0.6511018380108536,5.455551611062612,2293.0,146.3287598244965,-33346.055
ATL-LIT,49398.65114624506,0.6589624505928854,-4.391304347826087,506.0,382.1898625429553,5583.84
ATL-LNK,48398.5725,0.6507812500000001,7.3671875,64.0,472.8,17694.775
ATL-MCI,53593.615074855086,0.6541911797826061,-2.9782178759455946,915.0,174.60496846797008,-26169.27
ATL-MCO,48928.20474519748,0.6494862858632565,1.4076176990754214,2351.0,86.01838607568885,-33208.25
ATL-MDT,42446.048605577686,0.647609561752988,-5.412350597609562,251.0,449.1341381623072,20259.93
ATL-MDW,52879.6906213659,0.6476680094467946,1.055431131019037,894.0,101.85330247575325,-35152.59
ATL-MEM,47238.433198573126,0.6466224874016193,-2.6674747431749815,840.0,240.60085163603765,-11596.49
ATL-MGM,46839.89820783867,0.6519454303106833,8.222800455358595,559.0,537.6,27820.89
ATL-MHT,61113.87625,0.6749042338709678,3.8674395161290325,31.0,422.50083333333333,639.9749999999999
ATL-MIA,52700.317194058356,0.65024517279037,2.2535693657795535,1707.0,96.55054420692355,-35592.295
ATL-MKE,54519.44396507618,0.6516475642308976,-0.7530906593406593,729.0,175.50251461988304,-27084.754999999997
ATL-MLB,39292.04307692307,0.64815649867374,-2.6614227665218126,377.0,202.27232142857144,-8534.125
ATL-MLI,54230.21333333333,0.6472222222222221,4.776892430278885,252.0,474.8452380952381,11766.42
ATL-MLU,51180.697956656346,0.6564705882352941,2.598840451512413,323.0,323.72569444444446,-4082.125
ATL-MOB,49032.97677998472,0.648925038197097,7.122749385464795,560.0,426.7975687103594,10901.425000000001
ATL-MSN,54255.812968750004,0.66333984375,-3.216796875,256.0,301.47690243434926,-9616.11
ATL-MSP,58309.281679066626,0.6495879295134162,-0.929578497831643,1203.0,201.8971927917445,-27532.17
ATL-MSY,48937.589560120396,0.6484972217821666,-1.6107524027846936,1305.0,147.64610102297263,-25248.49
ATL-MTJ,56483.43428571429,0.6480357142857143,-2.5892857142857144,28.0,328.29615384615386,-9397.66
ATL-MYR,36671.07155709341,0.6446539792387543,-3.330503892733564,289.0,367.24916387959865,15191.235
ATL-OAJ,39125.90501766784,0.633374558303887,-0.8441846477708443,283.0,321.6,6046.365
ATL-OAK,80686.79999999999,0.6384444444444445,0.9264044943820224,90.0,284.1590909090909,-39933.729999999996
ATL-OKC,55685.42153846154,0.6507068607068607,-1.0606667536534446,481.0,293.85185185185185,-12888.189999999999
ATL-OMA,57880.677224880375,0.6617464114832536,3.3711405875299763,418.0,270.60095785440615,-17434.61
ATL-ORD,56326.59764298913,0.6474860365612214,13.486526945281465,1904.0,179.7945632423702,-28511.3
ATL-ORF,50367.81829596413,0.6545515695067265,-5.766085541920643,669.0,288.8956939799331,-7966.530000000001
ATL-PBI,51039.5740234375,0.649453125,-4.992197074142157,1024.0,170.56425215193872,-24338.705
ATL-PDX,80829.75397683398,0.6441119691119692,-6.384169884169884,259.0,487.3711899509252,-13536.645
ATL-PHF,50570.77534883721,0.6545348837209303,-4.282945736434109,258.0,436.01666666666665,11088.59
ATL-PHL,53932.85279025893,0.6472691084289767,-0.9455216767339245,1493.0,160.65225373537038,-28604.92
ATL-PHX,70489.98826503925,0.6548965417029933,-2.2504874794745486,925.0,255.52128725654143,-32437.71
ATL-PIA,53914.47142857143,0.6468452380952381,7.031253968253968,252.0,410.04605263157896,3660.7100000000005
ATL-PIT,50914.680777642774,0.654149453219927,-5.459893186461022,823.0,206.8860248447205,-19268.754999999997
ATL-PNS,37783.42178913738,0.6594568434504793,2.527852671497961,625.0,218.40943480195816,-4360.905
ATL-PSP,64259.18571428571,0.5553571428571429,-3.392857142857143,14.0,785.8219339622642,26910.68
ATL-PVD,58112.00682926829,0.6413617886178862,-3.920597325807969,246.0,321.7946401686239,-12345.119999999999
ATL-PWM,63680.095,0.655625,5.10625,80.0,379.7137254901961,-9300.76
ATL-RDU,47409.728562772696,0.6528591508657832,-1.8045572439054212,1239.0,167.70758284965362,-20941.83
ATL-RIC,49815.299092530215,0.6545779340862559,-4.849732158825416,1029.0,157.26122729311504,-24645.305
ATL-RNO,82756.83714285714,0.651,19.985714285714284,14.0,500.2625762195122,-13065.65
ATL-ROA,48949.168822042746,0.6417619283269413,3.1042919725313762,411.0,443.9454184198223,12524.619999999999
ATL-ROC,58558.54,0.6349,11.028,250.0,297.76965140123036,-16303.45
ATL-RST,61401.19409090909,0.6177840909090908,21.460623678646932,88.0,391.95769230769235,-8647.66
ATL-RSW,50578.73132196913,0.6492075616119966,-2.50775697171046,945.0,149.662454902849,-26601.875
ATL-SAN,75896.88135386186,0.6605474874203793,-2.030920060331825,511.0,348.4694413545915,-25236.93
ATL-SAT,57438.41002083456,0.6472033112877396,-2.4544670081035345,733.0,181.59413202933985,-29402.32
ATL-SAV,45016.49123537061,0.6564889466840051,-2.537109375,769.0,322.1731638418079,1879.555
ATL-SBN,53681.3736830816,0.6568704978103495,-0.1222005137667792,334.0,378.10645161290324,590.1149999999998
ATL-SDF,47592.919939759035,0.6487198795180723,-2.0671191553544497,664.0,283.15929583512235,-6313.67
ATL-SEA,81576.92930979132,0.6511958266452649,-4.847670758250263,623.0,367.4414720059325,-29163.285
ATL-SFO,83083.99652173914,0.6529347826086958,8.502015003775568,782.0,388.7813305728266,-27743.684999999998
ATL-SGF,53167.98498533724,0.6519208211143694,5.26099706744868,341.0,546.0657894736842,22593.79
ATL-SHV,44951.305054945056,0.6392307692307693,11.633059226627509,455.0,491.5055986218777,22360.41
ATL-SJC,79870.30655870447,0.6500202429149797,-6.370568776537968,247.0,489.30570704633203,-11708.439999999999
ATL-SJU,69309.59115902966,0.6438409703504043,-1.502124075294807,371.0,214.29930388219543,-37207.77
ATL-SLC,70600.42844915917,0.653929550157716,-3.097091890934844,705.0,387.17413005736717,-15386.0
ATL-SMF,79268.29338709677,0.6467540322580645,-8.002016129032258,248.0,448.96359180035654,-16667.215
ATL-SNA,76903.93375,0.6519921875,-2.97890625,256.0,469.95290648890546,-11058.86
ATL-SRQ,49207.83489795918,0.6523384353741497,-2.7712585034013606,588.0,265.1413604615852,-10049.085
ATL-STL,50401.1518372883,0.6566189537271352,0.5358765531634354,977.0,133.19151276872023,-28313.605000000003
ATL-STT,60316.06105263158,0.6570526315789473,-0.20526315789473681,95.0,523.5669642857142,13085.52
ATL-STX,63126.18000000001,0.6555,4.375,40.0,734.5833333333333,37766.195
ATL-SYR,57662.40175298805,0.6478685258964143,3.9000000000000004,251.0,233.53800066203246,-22866.940000000002
ATL-TLH,45754.91218390805,0.6426436781609195,0.5954214191688545,522.0,514.1431818181818,24825.765
ATL-TPA,48563.969620242206,0.6491386750846719,-0.8604062288789291,1714.0,73.73211071536653,-34447.525
ATL-TRI,46377.13358024692,0.6481378600823046,0.639881634211531,486.0,659.3974358974359,43635.92
ATL-TTN,45304.18352941176,0.6531372549019608,0.8921568627450981,51.0,20.83653846153846,-38010.399999999994
ATL-TUL,53645.79384615385,0.6647564102564103,-1.9217948717948719,390.0,406.36238626964433,5033.905000000001
ATL-TUS,69243.0594011976,0.6739520958083832,-4.892269677512445,167.0,503.9003029223094,3395.54
ATL-TYS,44934.008590604026,0.6408926174496645,1.3785234899328858,745.0,453.01461538461535,17618.985
ATL-VLD,36017.094285714295,0.6617063492063492,0.9778584076392841,252.0,466.3888888888889,30337.345
ATL-VPS,48138.94498590016,0.6399112782202873,1.9562882665863697,492.0,274.8984848484848,-8477.435
ATL-XNA,43287.145263157894,0.6516315789473685,2.9187711864406776,475.0,530.4361757105943,30404.07
ATW-AZA,57867.29142857143,0.633,-1.842857142857143,35.0,192.8420634920635,-29022.485
ATW-DEN,63363.05305061561,0.6421340629274965,25.66002214839424,85.0,326.1290322580645,-16984.405
ATW-DTW,53290.5653816047,0.6472232317584568,25.215753424657535,292.0,476.45625,12914.71
ATW-LAS,69340.975,0.6667666666666667,-23.749166666666667,24.0,283.606981981982,-26853.675
ATW-MSP,48193.571068531644,0.6411631645057589,6.79672131147541,306.0,474.06363636363636,17085.0
ATW-ORD,48387.02835067414,0.6508905165883957,15.626747481012583,574.0,399.6428571428571,8193.955
ATW-PGD,65470.0,0.6528,7.28,25.0,186.5373831775701,-36546.08
ATW-PIE,53203.58769230769,0.7009615384615384,-1.5961538461538458,26.0,166.58227848101268,-24943.300000000003
ATW-SFB,63308.643720930224,0.688953488372093,7.6976744186046515,43.0,155.95238095238096,-36997.185
AUS-BNA,54894.3749994713,0.6372324733002008,-0.6404515173945229,193.0,220.66759197795346,-22310.440000000002
